Sector;Cave;Basin;Hidro;Distance;Subs.Div.;Shelter.Div.;Trophic.Div.;Shelter.Av.;Trophic.Av.;GU;FZ;CRC;DTV;TM;ST;WP;DP;CR;FG;AL;BF;ACT;BAM;OTO;RL;RR;RC;XB;MB;SB;CB;CAG;CAF;ARE;SEF;HP;ES;ESC;GRR;BM
S01Q1;Boqueirao;SF;Dis;22;0.855688667;0;0;500;0;;;;0;;;;;;;;;;;;;5000;;;;500;;;;;4500;;0;;;
S01Q2;Boqueirao;SF;Dis;27;0;0;0;0;0;;;;0;;;;;;;;;;;;;10000;;;;;;;;;;;0;;;
S01Q3;Boqueirao;SF;Dis;32;0;0;0;10000;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;10000;;;
S02Q1;Boqueirao;SF;Dis;51;0.394397691;0;0;500;500;;;;500;;;;;;;;;;;;;;;;;;;;;;9000;;0;;500;
S02Q2;Boqueirao;SF;Dis;56;0.167944148;0;0;400;0;;;;0;;;;;;;;;;;;;;;;;;;;;;9600;;0;;400;
S02Q3;Boqueirao;SF;Dis;61;0.167944148;0;0;400;0;;;;0;;;;;;;;;;;;;;;;;;;;;;9600;;0;;400;
S03Q1;Boqueirao;SF;Dis;22.22;0.325082973;0;0;1000;0;;;;0;;;;;;;;;;;;;;;;;;;;;;9000;;0;;1000;
S03Q2;Boqueirao;SF;Dis;27.22;0.253638947;0;0;700;0;;;;0;;;;;;;;;;;;;;;;;;;;;;9300;;0;;700;
S03Q3;Boqueirao;SF;Dis;32.22;0.325082973;0;0;1000;0;;;;0;;;;;;;;;;;;;;;;;;;;;;9000;;0;;1000;
S04Q1;Boqueirao;SF;Dis;16.66;0.855688667;0;0;500;4500;4500;;;0;;;;;;;;;;;;;;;;;;;;;;5000;;0;;500;
S04Q2;Boqueirao;SF;Dis;21.66;0.325082973;0;0;1000;0;;;;0;;;;;;;;;;;;;;;;;;;;;;9000;;0;;1000;
S04Q3;Boqueirao;SF;Dis;26.66;0.325082973;0;0;1000;0;;;;0;;;;;;;;;;;;;;;;;;;;;;9000;;0;;1000;
S05Q1;Boqueirao;SF;Dis;82;0;0;0;0;0;;;;0;;;;;;;;;;;;;10000;;;;;;;;;;;0;;;
S05Q2;Boqueirao;SF;Dis;87;0;0;0;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;10000;;0;;;
S05Q3;Boqueirao;SF;Dis;92;0.673011667;0;0;0;0;;;;0;;;;;;;;;;;;;6000;;;;;;;;;4000;;0;;;
S06Q1;Boqueirao;SF;Dis;47.57;0.855688667;0;0;500;0;;;;0;;;;;;;;;;;;;;;;;;;;;4500;5000;;0;;500;
S06Q2;Boqueirao;SF;Dis;52.57;0.226967523;0;0;600;0;;;;0;;;;;;;;;;;;;;;;;;;;;;9400;;0;;600;
S06Q3;Boqueirao;SF;Dis;57.57;0.226967523;0;0;600;0;;;;0;;;;;;;;;;;;;;;;;;;;;;9400;;0;;600;
S07Q1;Boqueirao;SF;Dis;7.4;0.198515243;0;0;9500;0;;;;0;;;;;;;;;;;;;;;;9500;;;;;;500;;0;;;
S07Q2;Boqueirao;SF;Dis;12.4;0;0;0;10000;0;;;;0;;;;;;;;;;;;;;;;10000;;;;;;;;0;;;
S07Q3;Boqueirao;SF;Dis;17.4;0.897945725;0;0;6000;0;;;;0;;;;;;;;;;;;3000;;;6000;;;;;;;1000;;0;;;
S01Q1;B_Verde;SF;Dis;12.7;0.325082973;0;0;1000;0;;;;0;;;;;;;;;;;;;;;;;;;;;;9000;;0;;1000;
S01Q2;B_Verde;SF;Dis;17.7;0.134742168;0;0;300;0;;;;0;;;;;;;;;;;;;;;;;;;;;;9700;;0;;300;
S01Q3;B_Verde;SF;Dis;22.7;0.701682788;0;0;200;0;;;;0;;;;;;;;;;;;;;;;;;;;;3000;6800;;0;;200;
S02Q1;B_Verde;SF;Dis;3.3;0.401345309;0;0;100;1100;;;;1100;;;;;;;;;;;;;;;;;;;;;;8800;;0;;100;
S02Q2;B_Verde;SF;Dis;8.3;0.278769372;0;0;800;0;;;;0;;;;;;;;;;;;;;;;;;;;;;9200;;0;;800;
S02Q3;B_Verde;SF;Dis;13.3;0.950270539;0.693147181;0;4000;0;;;;0;;;;;;;;;;;;;;;;;;;2000;2000;;6000;;0;;;
S03Q1;B_Verde;SF;Dis;3.77;0.325082973;0;0;1000;0;;;;0;;;;;;;;;;;;;;;;;;;;;;9000;;0;;1000;
S03Q2;B_Verde;SF;Dis;3.77;0.278769372;0;0;800;0;;;;0;;;;;;;;;;;;;;;;;;;;;;9200;;0;;800;
S03Q3;B_Verde;SF;Dis;8.77;0.708346578;0;0.636514168;500;1500;;;;1500;;;;;;;;;;;;;;;;;;500;;;;8000;;0;;;
S01Q1;C_Flor;SF;Dis;15;0.610864302;0;0;7000;0;;;;0;;;;;;;;;;;;;;;7000;;;;;;;3000;;0;;;
S01Q2;C_Flor;SF;Dis;20;1.639956646;1.277034259;0;7000;0;;;;0;;;;;;;;;;;;;;;;3000;2000;;1000;1000;500;2500;;0;;;
S01Q3;C_Flor;SF;Dis;25;1.076329753;0.689906792;0;8700;0;;;;0;;;;;;;;;;;;;;;;;4000;;;;700;600;;4700;;;
S02Q1;C_Flor;SF;Dis;64;0.708346578;0.348832096;0;9000;0;;;;0;;;;;;;;;;;;;;;;;;;8000;1000;500;500;;0;;;
S02Q2;C_Flor;SF;Dis;69;1.193549604;0.500402424;0;5000;0;;;;0;;;;;;;;;;;;;;;;;;;4000;1000;1000;4000;;0;;;
S02Q3;C_Flor;SF;Dis;74;0;0;0;10000;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;10000;;;
S03Q1;C_Flor;SF;Dis;80;1.279854226;1.011404265;0;6000;0;;;;0;;;;;;;;;;;;;;;;;;3000;1000;2000;4000;;;0;;;
S03Q2;C_Flor;SF;Dis;85;0.500402424;0.500402424;0;10000;0;;;;0;;;;;;;;;;;;;;;;;;2000;;;;;;8000;;;
S03Q3;C_Flor;SF;Dis;90;1.504788284;1.011404265;0;6000;0;;;;0;;;;;;;;;;;;;;;;;;3000;;1000;1000;3000;;2000;;;
S01Q1;S_Geraldo;SF;Dis;14;1.094056457;0.636514168;0;1500;0;;;;0;;;;;;;;;;;;5000;;;;;;500;1000;;3500;;;0;;;
S01Q2;S_Geraldo;SF;Dis;19;0.746032665;0;0;500;0;;;;0;;;;;;;;;;;;7000;;;;;;;500;;2500;;;0;;;
S01Q3;S_Geraldo;SF;Dis;24;1.067093895;0.673011667;0;7500;0;;;;0;;;;;;;;;;;;;;;;;;;3000;4500;2500;;;0;;;
S02Q1;S_Geraldo;SF;Dis;63;0.500402424;0;0;0;8000;8000;;;0;;;;;;;;;;;;;;;;;;;;;;2000;;0;;;
S02Q2;S_Geraldo;SF;Dis;67;0.612869452;0;0;500;8000;8000;;;0;;;;;;;;;;;;;;;;;;500;;;;1500;;0;;;
S02Q3;S_Geraldo;SF;Dis;73;0.612869452;0;0;500;8000;8000;;;0;;;;;;;;;;;;;;;;;;;500;;;1500;;0;;;
S03Q1;S_Geraldo;SF;Dis;79;1.504788284;0.950270539;0;5000;0;;;;0;;;;;;;;;;;;;;;;;;;1000;1000;2000;3000;;0;;3000;
S03Q2;S_Geraldo;SF;Dis;84;0.708346578;0.636514168;0;1500;0;;;;0;;;;;;;;;;;;;;;;;;;1000;500;500;8000;;0;;;
S03Q3;S_Geraldo;SF;Dis;89;0.635004757;0;0;0;1200;1200;;;0;;;;;;;;;;;;;;;;;;;;;8000;800;;0;;;
S01Q1;Tunel2;SF;Dis;10;0.63903186;0.693147181;0;2000;0;;;;0;;;;;;;;;;;;;;;;;;1000;1000;;;8000;;0;;;
S01Q2;Tunel2;SF;Dis;15;0.357591271;0;0;100;0;;;;0;;;;;;;;;;;;;;;;;;;100;;900;9000;;0;;;
S01Q3;Tunel2;SF;Dis;20;0.635004757;0.673011667;0;2000;0;;;;0;;;;;;;;;;;;;;;;;;;1200;800;;8000;;0;;;
S02Q1;Tunel2;SF;Dis;30;0.302537823;0;0;900;0;;;;0;;;;;;;;;;;;;;;;;;;;;;9100;;0;;900;
S02Q2;Tunel2;SF;Dis;35;0;0;0;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;10000;;0;;;
S02Q3;Tunel2;SF;Dis;40;0.869119719;0.540204142;0;2600;0;;;;0;;;;;;;;;;;;;;;;;;2000;;600;400;7000;;0;;;
S03Q1;Tunel2;SF;Dis;60;0.593927903;0.304636097;0;2200;0;;;;0;;;;;;;;;;;;;;;;;;;200;;;7800;;2000;;;
S03Q2;Tunel2;SF;Dis;65;0.226967523;0;0;600;0;;;;0;;;;;;;;;;;;;;;;;;;;;;9400;;600;;;
S03Q3;Tunel2;SF;Dis;70;0.325082973;0;0;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;1000;9000;;0;;;
S01Q1;G_Cruz;SF;Dis;9.57;0;0;0;10000;0;;;;0;;;;;;;;;;;;;;;;;;10000;;;;;;0;;;
S01Q2;G_Cruz;SF;Dis;14.57;0.63903186;0.63903186;0;10000;0;;;;0;;;;;;;;;;;;;;;;;;8000;1000;1000;;;;0;;;
S01Q3;G_Cruz;SF;Dis;19.57;1.409276943;1.337997785;0;9800;0;;;;0;;;;;;;;;;;;;;;1000;1000;2000;5000;800;;200;;;0;;;
S02Q1;G_Cruz;SF;Dis;35;1.088899975;0.562335145;0;8000;0;;;;0;;;;;;;;;;;;;;;;;;;6000;2000;1000;1000;;0;;;
S02Q2;G_Cruz;SF;Dis;40;1.428551419;0.986899449;0;8000;0;;;;0;;;;;;;;;;;;;;;;;500;500;5000;2000;1000;1000;;0;;;
S02Q3;G_Cruz;SF;Dis;45;1.470808476;1.273028337;0;9000;0;;;;0;;;;;;;;;;;;;;;;;2000;2000;4000;1000;1000;;;0;;;
S01Q1;2Cobras;SF;Dis;11;1.51124735;1.275408379;0;7200;0;;;;0;;;;;;;;;;;;;;;;2200;;1000;3000;1000;2800;;;0;;;
S01Q2;2Cobras;SF;Dis;16;1.116566209;0.540204142;0;1300;1000;;;;1000;;;;;;;;;;;;;;;;;;1000;300;;1300;6400;;0;;;
S01Q3;2Cobras;SF;Dis;21;0.422709088;0;0;1500;0;;;;0;;;;;;;;;;;;;;;;;;1500;;;;8500;;0;;;
S02Q1;2Cobras;SF;Dis;7;0.610864302;0.610864302;0;10000;0;;;;0;;;;;;;;;;;;;;;;;3000;7000;;;;;;0;;;
S02Q2;2Cobras;SF;Dis;12;0;0;0;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;10000;;0;;;
S02Q3;2Cobras;SF;Dis;17;1.088899975;0.848685558;0;9000;0;;;;0;;;;;;;;;;;;;;;;;;6000;2000;1000;1000;;;0;;;
S01Q1;Cumbra;SF;Dis;10;1.16828245;0;0.562335145;0;4000;;;;4000;;;;;;;;;;;;;;;;;;;;;1000;5000;;0;;;
S01Q2;Cumbra;SF;Dis;15;0.325082973;0;0;1000;0;;;;0;;;;;;;;;;;;;;;;;;;;;;9000;;0;;1000;
S01Q3;Cumbra;SF;Dis;20;0.325082973;0;0;0;1000;;;;1000;;;;;;;;;;;;;;;;;;;;;;9000;;0;;;
S02Q1;Cumbra;SF;Dis;1.89;1.062737568;0.562335145;0;8000;0;;;;0;;;;;;;;;;;;;;;;;2000;6000;;;500;1500;;0;;;
S02Q2;Cumbra;SF;Dis;6.89;1.359236701;0.900256051;0;8000;0;;;;0;;;;;;;;;;;;;;;;;;5000;2000;1000;1000;1000;;0;;;
S02Q3;Cumbra;SF;Dis;11.89;1.695742534;1.277034259;0;7000;0;;;;0;;;;;;;;;;;;;;;;;1000;2000;3000;1000;1000;2000;;0;;;
S01Q1;R_Bovina;SF;Dis;11.9;1.088899975;0;0.636514168;1000;3000;;;;3000;;;;;;;;;;;;;;;;;;;;1000;;6000;;0;;;
S01Q2;R_Bovina;SF;Dis;16.9;0.325082973;0;0;1000;0;;;;0;;;;;;;;;;;;;;;;;;;;;;9000;;0;;1000;
S01Q3;R_Bovina;SF;Dis;21.9;0.198515243;0;0;500;0;;;;0;;;;;;;;;;;;;;;;;;;;;;9500;;0;;500;
S02Q1;R_Bovina;SF;Dis;30;1.359236701;1.33217904;0;5000;0;;;;0;;;;;;;;;;;;;;;;;1000;1000;2000;1000;;5000;;0;;;
S02Q2;R_Bovina;SF;Dis;35;0.394397691;0;0;500;0;;;;0;;;;;;;;;;;;;;;;;;;;;500;9000;;0;;500;
S02Q3;R_Bovina;SF;Dis;40;1.04663222;1.351463773;0;2900;0;;;;0;;;;;;;;;;;;;;;;;;1000;800;500;100;7000;;0;;600;
S01Q1;F_Obliqua;SF;Dis;1.9;0.914285581;0.636514168;0;1500;0;;;;0;;;;;;;;;;;;7000;;;;;;;500;1000;1500;;;0;;;
S01Q2;F_Obliqua;SF;Dis;6.9;0;0;0;0;0;;;;0;;;;;;;;;;;;;10000;;;;;;;;;;;0;;;
S01Q3;F_Obliqua;SF;Dis;11.9;1.359236701;0.900256051;0;8000;0;;;;0;;;;;;;;;;;;;;;;;;5000;2000;1000;1000;1000;;0;;;
S01Q1;Tunel1;SF;Dis;3;1.695742534;1.695742534;0;10000;0;;;;0;;;;;;;;;;;;;;;2000;1000;1000;2000;1000;;;;;3000;;;
S01Q2;Tunel2;SF;Dis;3;0;0;0;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;10000;;0;;;
S01Q3;Tunel3;SF;Dis;8;0.708346578;0.693147181;0;1000;0;;;;0;;;;;;;;;;;;;;;;;;;500;500;1000;8000;;0;;;
S01Q1;Pajeu;SF;Dis;9;0.936420886;0.689009238;0;2200;800;800;;;0;;;;;;;;;;;;;;;;;;1200;;;;7000;;0;;1000;
S01Q2;Pajeu;SF;Dis;14;0.331694431;0;0;300;500;500;;;0;;;;;;;;;;;;;;;;;;300;;;;9200;;0;;;
S01Q3;Pajeu;SF;Dis;19;1.158214693;0.925701911;0;9000;0;;;;0;;;;;;;;;;;;;;;;;2000;6000;500;500;;1000;;0;;;
S02Q1;Pajeu;SF;Dis;70;1.509944544;1.005466829;0;4800;200;200;;;0;;;;;;;;;;;;;;;;;;2600;1200;1000;4000;1000;;0;;;
S02Q2;Pajeu;SF;Dis;75;1.134078351;0.535959889;0;2200;0;;;;0;;;;;;;;;;;;;;;;;;;500;1700;5300;2500;;0;;;
S02Q3;Pajeu;SF;Dis;80;0.871133271;0;0.693147181;0;1000;500;;;500;;;;;;;;;;;;;;;;;;;;;2000;7000;;0;;;
S03Q1;Pajeu;SF;Dis;115;0.394397691;0;0;500;0;;;;0;;;;;;;;;;;;;;;;;;;;500;500;9000;;0;;;
S03Q2;Pajeu;SF;Dis;120;1.158214693;1.039720771;0;2000;0;;;;0;;;;;;;;;;;;;;;;;;500;500;1000;6000;2000;;0;;;
S03Q3;Pajeu;SF;Dis;125;0.741997161;0.661563238;0;800;1000;1000;;;0;;;;;;;;;;;;;;;;;;500;300;;200;8000;;0;;;
S04Q1;Pajeu;SF;Dis;213;0.68325954;0.465999257;0;1700;100;100;;;0;;;;;;;;;;;;;;;;;;;300;1400;200;8000;;0;;;
S04Q2;Pajeu;SF;Dis;218;1.220607265;0.636514168;0;3000;0;;;;0;;;;;;;;;;;;;;;;;;;1000;2000;2000;5000;;0;;;
S04Q3;Pajeu;SF;Dis;223;1.056647112;0.955699891;0;2100;400;400;;;0;;;;;;;;;;;;;;;;;;300;600;1200;500;7000;;0;;;
S05Q1;Pajeu;SF;Dis;248;0.308910985;0;0;700;0;;;;0;;;;;;;;;;;;;;;;;;;;700;100;9200;;0;;;
S05Q2;Pajeu;SF;Dis;253;1.048653789;0;0;2000;3500;;;;3500;;;;;;;;;;;;;;;;;;;;2000;;4500;;0;;;
S05Q3;Pajeu;SF;Dis;258;1.352100135;1.374485766;0;4800;0;;;;0;;;;;;;;;;;;;;;;1500;;1200;1000;1100;;5200;;0;;;
S01Q1;Leao;SF;Dis;7;1.220607265;1.220607265;0;10000;0;;;;0;;;;;;;;;;;;;;;;;2000;5000;2000;1000;;;;0;;;
S01Q2;Leao;SF;Dis;12;1.470808476;1.273028337;0;9000;1000;;;;1000;;;;;;;;;;;;;;;;;4000;2000;2000;1000;;;;0;;;
S01Q3;Leao;SF;Dis;17;0.897945725;0.897945725;0;10000;0;;;;0;;;;;;;;;;;;;;;;;6000;3000;1000;;;;;0;;;
S02Q1;Leao;SF;Dis;70;1.029653014;0.673011667;0;5000;0;;;;0;;;;;;;;;;;;;;;;;;3000;2000;;;5000;;0;;;
S02Q2;Leao;SF;Dis;75;1.279854226;0.636514168;0;3000;0;;;;0;;;;;;;;;;;;;;;;;;1000;2000;;3000;4000;;0;;;
S02Q3;Leao;SF;Dis;80;0.500402424;0;0;2000;0;;;;0;;;;;;;;;;;;;;;;;;;2000;;;8000;;0;;;
S03Q1;Leao;SF;Dis;33;0.693147181;0;0;5000;0;;;;0;;;;;;;;;;;;;5000;;;;;;;;;;;5000;;;
S03Q2;Leao;SF;Dis;38;0.801818553;0;0;2000;1000;1000;;;0;;;;;;;;;;;;;;;;;;;;;;7000;;2000;;;
S03Q3;Leao;SF;Dis;43;0;0;0;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;10000;;0;;;
S04Q1;Leao;SF;Dis;100;0.394397691;0;0;500;500;500;;;0;;;;;;;;;;;;;;;;;;500;;;;9000;;0;;;
S04Q2;Leao;SF;Dis;105;0.098039113;0;0;0;200;200;;;0;;;;;;;;;;;;;;;;;;;;;;9800;;0;;;
S04Q3;Leao;SF;Dis;110;0.134742168;0;0;0;300;300;;;0;;;;;;;;;;;;;;;;;;;;;;9700;;0;;;
S01Q1;Grota;RC;Rec;9;0.325082973;0;0;1000;0;;;;0;;;;;;;;;;;;;;;;;;;;;;9000;;0;;1000;
S01Q2;Grota;RC;Rec;14;0.375123216;0;0;800;200;200;;;0;;;;;;;;;;;;;;;;;;;;;;9000;;0;;800;
S01Q3;Grota;RC;Rec;19;0.325082973;0;0;1000;0;;;;0;;;;;;;;;;;;;;;;;;;;;;9000;;0;;1000;
S02Q1;Grota;RC;Rec;26.5;0.331694431;0;0;500;300;300;;;0;;;;;;;;;;;;;;;;;;;;;;9200;;0;;500;
S02Q2;Grota;RC;Rec;31.5;0;0;0;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;10000;;0;;;
S02Q3;Grota;RC;Rec;36.5;0.098039113;0;0;200;0;;;;0;;;;;;;;;;;;;;;;;;;;;;9800;;0;;200;
S03Q1;Grota;RC;Rec;46;0.500402424;0;0;0;2000;2000;;;0;;;;;;;;;;;;;;;;;;;;;;8000;;0;;;
S03Q2;Grota;RC;Rec;51;0.098039113;0;0;200;0;;;;0;;;;;;;;;;;;;;;;;;;;;;9800;;0;;200;
S03Q3;Grota;RC;Rec;56;1.1240543;0.540204142;0;2600;0;;;;0;;;;;;;;;;;;;;;;;;2000;;600;1800;5600;;0;;;
S01Q1;Salobro;RC;Rec;18.5;1.297241336;0.523586337;0;4600;200;;;;200;;;;;;;;;;;;;;;;;;;1000;3600;4000;1200;;0;;;
S01Q2;Salobro;RC;Rec;23.3;0.983923395;0.253036975;0;4300;600;600;;;0;;;;;;;;;;;;;;;;;;4000;;;;5100;;0;;300;
S01Q3;Salobro;RC;Rec;28.3;0.056001534;0;0;0;100;100;;;0;;;;;;;;;;;;;;;;;;;;;;9900;;0;;;
S02Q1;Salobro;RC;Rec;49;0.673011667;0;0;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;4000;6000;;0;;;
S02Q2;Salobro;RC;Rec;54;1.074099691;0;0;2500;0;;;;0;;;;;;;;;;;;;;;;;;;;2500;3200;4300;;0;;;
S02Q3;Salobro;RC;Rec;59;1.204974949;0.422118633;0;5880;120;;;;120;;;;;;;;;;;;;;;;;;;880;5000;1000;3000;;0;;;
S03Q1;Salobro;RC;Rec;75;0.622575284;0;0;1400;0;;;;0;;;;;;;;;;;;;;;;;;;;1400;600;8000;;0;;;
S03Q2;Salobro;RC;Rec;80;0.787034528;0.693147181;0;2800;0;;;;0;;;;;;;;;;;;;;;;;;;1400;1400;;7200;;0;;;
S03Q3;Salobro;RC;Rec;85;0.692632915;0.683265403;0;2280;0;;;;0;;;;;;;;;;;;;;;;;;;1300;980;;7720;;0;;;
S01Q1;Cedrao;SF;Dis;13;0.730915321;0.682908105;0;1400;650;;;;650;;;;;;;;;;;;;;;;;;;;800;;7950;;0;;600;
S01Q2;Cedrao;SF;Dis;18;1.470726951;0.929239684;0;7350;250;;;;250;;;;;;;;;;;;;;;;;800;5000;270;;530;1870;;1280;;;
S01Q3;Cedrao;SF;Dis;22;1.188889785;0.580495707;0;2320;300;;;;300;;;;;;;;;;;;;;;;;;;1700;620;1600;5780;;0;;;
S02Q1;Cedrao;SF;Dis;46;1.557779392;1.054225522;0;6000;0;;;;0;;;;;;;;;;;;;;;;;;2300;2500;1200;1300;2700;;0;;;
S02Q2;Cedrao;SF;Dis;51;0.843018124;0.675464582;0;3200;0;;;;0;;;;;;;;;;;;;;;;;;1900;;1300;;6800;;0;;;
S02Q3;Cedrao;SF;Dis;56;1.40566906;0.692969171;0;2650;650;650;;;0;;;;;;;;;;;;;;;;;;1350;;1300;4500;2200;;0;;;
S03Q1;Cedrao;SF;Dis;88;0.872852545;0.66248165;0;3450;0;;;;0;;;;;;;;;;;;;;;;;;;1300;;;6550;;2150;;;
S03Q2;Cedrao;SF;Dis;93;0;0;0;10000;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;10000;;;
S03Q3;Cedrao;SF;Dis;98;1.394518873;1.394518873;0;10000;0;;;;0;;;;;;;;;;;;;;;;4600;2300;1200;1100;800;;;;0;;;
S01Q1;Cedro;SF;Dis;10;0.790551825;0;0;2250;0;;;;0;;;;;;;;;;;;;;;;;;;;2250;800;6950;;0;;;
S01Q2;Cedro;SF;Dis;15;0.954029756;0;0;2700;0;;;;0;;;;;;;;;;;;;;;;;;;;;1500;5800;;2700;;;
S01Q3;Cedro;SF;Dis;20;0.935861521;0;0;6100;0;;;;0;;;;;;;;;;;;;;;;;;;;;1700;2200;;6100;;;
S02Q1;Cedro;SF;Dis;30;1.252404491;0.297370515;0;5810;830;;;;830;;;;;;;;;;;;;;;;;;;510;5300;860;2500;;0;;;
S02Q2;Cedro;SF;Dis;35;0.473349346;0.61937629;0;290;1010;;;;1010;;;;;;;;;;;;;;;;;;90;;;;8700;;0;;200;
S02Q3;Cedro;SF;Dis;40;0;0;0;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;10000;;0;;;
S01Q1;Cedriculo;SF;Dis;1;1.691045371;1.03730872;0;6700;1200;;;;1200;;;;;;;;;;;;;;;;;;3100;1250;2350;1050;1050;;0;;;
S01Q2;Cedriculo;SF;Dis;6;1.270918104;0.603049352;0.39603309;1890;1110;960;;;150;;;;;;;;;;;;;;;;;;;550;1340;1100;5900;;0;;;
S01Q3;Cedriculo;SF;Dis;11;0.617089773;0.240617468;0;2460;0;;;;0;;;;;;;;;;;;;;;;;;2300;;;;7540;;0;;160;
S01Q1;Cinquentona;SF;Dis;14;1.015822437;0;0;6500;690;;;;690;;;;;;;;;;;;;;;;;;;;6500;1360;1450;;0;;;
S01Q2;Cinquentona;SF;Dis;19;1.30957426;0.482803581;0;6240;520;;;;520;;;;;;;;;;;;;;;;;;300;540;5400;2300;940;;0;;;
S01Q3;Cinquentona;SF;Dis;24;1.411594453;0.613956525;0;4610;210;;;;210;;;;;;;;;;;;;;;1400;;;;;3210;2100;3080;;0;;;
S02Q1;Cinquentona;SF;Dis;42;0.614497111;0;0;690;0;;;;0;;;;;;;;;;;;;;;;;;;;690;1230;8080;;0;;;
S02Q2;Cinquentona;SF;Dis;47;1.123406322;0.808805881;0;5350;0;;;;0;;;;;;;;;;;;;;;;;;450;1250;3650;4650;;;0;;;
S02Q3;Cinquentona;SF;Dis;52;0.18045437;0;0;0;440;;;;440;;;;;;;;;;;;;;;;;;;;;9560;;;0;;;
S01Q1;Escrevidinha;SF;Dis;1;0.923692417;0.494530497;0;2860;510;;;;510;;;;;;;;;;;;;;;;;;;560;2300;6630;;;0;;;
S01Q2;Escrevidinha;SF;Dis;6;0.94812603;0.896236878;0;2590;360;;;;360;;;;;;;;;;;;;;;;;;210;930;1450;7050;;;0;;;
S01Q3;Escrevidinha;SF;Dis;11;1.265163803;0.562335145;0;4800;0;;;;0;;;;;;;;;;;;;;;;;;;1200;3600;1400;3800;;0;;;
S01Q1;Cristal;SF;Dis;22.4;1.350590136;1.01571679;0;8160;120;;120;;0;;;;;;;;;;;;;;;;;;1600;2300;4260;1720;;;0;;;
S01Q2;Cristal;SF;Dis;27.4;1.641415791;1.012675603;0;3000;1300;1300;;;0;;;;;;;;;;;;2500;;;;;;640;760;1600;3200;;;0;;;
S01Q3;Cristal;SF;Dis;32.4;1.694628787;1.340594079;0;5680;1140;1140;;;0;;;;;;;;;;;;;;;;;1100;1500;980;2100;3180;;;0;;;
